ScrapingTime,EventID,EventTitle,EventAttendees,EventDate,EventURL,EventShortDesc
Thu Jul 22 06:15:50 2021,6816089098109927424,Agile Product Ownership (ICP-APO) Online Training | AgileLAB,1,"Mon, Oct 18 - Fri, Oct 22",https://www.linkedin.com/events/6816089098109927424/,"The Agile Product Ownership (ICP-APO) is one of two knowledge-based certifications on the Product Ownership Track. The certification focuses on value-driven software delivery, the accompanying mindset, and key agile practices designed to emphasizevalue. It also looks at creating organizational and team environments conducive to frequent and transparent collaboration between the business and development teams. The Learning Outcomes highlight specific techniques and practices such as lightweight requirements, prioritization methods, progressive elaboration, product/project roadmapping, story mapping, effective user stories, and acceptance criteria. Participants who complete this certification will gain an excellent foundation in value-based agile solutions delivery. Training helps to: - understand that Critical Thinking, Systems Thinking, influence overpower, collaboration, and ability to advocate for the value are critical attributes of value managers; -hands-on exercises with lightweight requirements practices such as progressive elaboration, story mapping, and writing effective user stories; - learn how to facilitate stakeholder conversations and define, prioritize, deliver, and measure value across teams, programs, portfolios, and organizations; - discuss strategies for creating flexible organizational environments conducive to transparent collaboration and prioritization across portfolios and business units. Training is useful for: Relevant roles include Business Analysts, Product Owners, Product Managers, Business Subject Matter Experts, or anyone aspiring to these roles. Also, anyone with a curiosity about agile approaches to value-driven software delivery will benefit from this certification. What you get as a participant: - 15 hours of training: Three-day delivery (six or three hours in duration). - APO Certificate: Participants who actively work throughout the training receive the ICAgile Certified Professional – Agile Product Ownership (ICP-APO) personal certificate which is recognized worldwide and a personal profile on ICAgile.com. - At the end of the training, each participant is invited to a closed group on Facebook, where they can ask the trainers any questions, as well as learn about exclusive offers. - Post-pack: A letter with additional materials, a list of articles and literature for self-study. In the program: 1. The Need for Value Management - What is Value Management; Levels of Value Management; Relating to the Agile Manifesto; Value Management in Various Agile Flavors. 2. Role Scope and Diversity - Role, Not Job Title; Adapting the Role to the Context; Bridge not Ferry; Keeper of Responsible Decisions; Big Picture View. 3. Thinking Skills - Critical Thinking; Systems Thinking; Be Comfortable with Ambiguity; Flexibility of Thinking. 4. Value Management Behaviors - Ask the Tough Questions; Show, Don't Tell; Collaboration & Cooperation; Flexibility in Communication; Influence, not Power; Give the Bad News Early and Often; Standing up for the Value. 5. Determining Value in the Initiative - Defining Value; Determining Planned Value; Defining Scope; Identifying Measurable Outcomes & Goals; Creating Delivery Roadmap. 6. Communicating Value - Articulate Value Proposition at the Initiative level; Holder of the Value Context. 7. Understanding Stakeholders - Stakeholder Analysis; Think Like a Customer; User Needs and Habits; Bridge Understanding Gaps. 8. Analyze To Determine Value - Amount of Context Needed; Type of Context Needed; Maintaining Value In the Initiative; Knowing the Constraints; Identifying Initiative Risks. 9. Exploring the Solution - Setting the Scene; Exploring Needs and Solutions; Communicating with Examples; Modeling to Understand; Defining Quality; Quality Tradeoffs. 10. Managing Artifacts - Gathering Artifacts; Managing Artifact Change; Long-Lived Artifacts. 11. Enabling Valuable Delivery - Defining Done at multiple levels; Progressive Elaboration; Understanding what is Doable; Assessing and Validating Delivered Value; Slicing and Chopping; Adapting based on feedback and knowing when to stop."
Thu Jul 22 06:15:50 2021,6815656318079123456,Basic Reservoir Fluid Properties and Phase Behaviour,2,"Tue, Sep 21 - Thu, Sep 23",https://www.linkedin.com/events/6815656318079123456/,"COURSE DESCRIPTION: The objective of this online course is to introduce the participants into the topic of fluid phase behavior with focus on black-oil formulations for oil and gas reservoirs. During the initial part, the focus will be on classical fluid properties as defined for black-oil fluid types and hydrocarbon gases. The second part will cover fluid sampling, PVT laboratory experiments and PVT report analysis for further use in reservoir engineering. Course Structure: 9 modules of 1½ hours each, delivered over 3 days. Each day will consist of 3 modules of 1½ hours, incl. a 15 min break. Final course hours (start-/end times) will be announced closer to course start. Course Level: Foundation Instructor: Leonhard Ganzer DESIGNED FOR YOU, IF YOU ARE... : - A reservoir or petroleum engineer with limited work- A recent hire in an oil & gas company HOW WE BUILD YOUR CONFIDENCE: You will learn about classical fluid properties for oil, gas and water and understand phase diagrams. The instructor will demonstrate practical problems for all reservoir fluids types to enhance understanding of PVT experiments, sampling and show interpretation of old and new PVT laboratory reports. THE BENEFITS FROM ATTENDING: By the end of the course you will feel confident in your understanding of: - Hydrocarbon phase behavior during the reservoir life-cycle - Black-oil properties in detail with respect to modelling - Laboratory work and experiments (CCE, DLE, Separator Test, etc.) - Real-world PVT laboratory reports, QC and interpretation of PVT reports TOPICS: -- Part I - Basic PVT and Black-Oil: - Principal fluid phase behavior - PVT behavior of natural gases - Black-oil PVT properties - Water in hydrocarbon system -- Part II – PVT Experiments and EOS: - Introduction to cubic Equations of State (EOS) - Compositional vs. Black-oil PVT modelling - Fluid sampling and PVT experiments - Understanding of PVT reports and generation of black-oil tablesFEEDBACK: ""The trainer was very clear in explanation, even if I had no background on this topic."" - Geologist at CEPSA Interested? Please visit our website to register: https://www.hoteng.com/public-courses/details/?course=res913 We look forward to welcoming you to our course!"
Thu Jul 22 06:15:50 2021,6823617230832443392,2021 Cruise Conference,1,"Tue, Sep 14 - Wed, Sep 15",https://www.linkedin.com/events/6823617230832443392/,"The 2021 DFNI Cruise Conference is scheduled to take place virtually on our dedicated events platform Swapcard from September 14 & 15. As the cruise sector gradually recommences operations, cruise retailers are gearing up to welcome guests onboard with a transformed retail offer to elevate the joy of the cruising experience. Last November, our highly successful virtual DFNI Cruise Seminar provided a state-of-the-industry update to the cruise retail sector, as this is constantly being shaped by the dynamic situation that Covid-19 has created across the cruising world. As the situation develops, this year’s DFNI Cruise Conference promises an expanded, insightful agenda to educate and assist brands, retailers and indeed, cruise lines on the changing dynamics onboard. Supporting the event again this year as Headline Sponsor is Starboard Cruise Services. Spanish fashion brand Desigual and Victorinox, maker of the world-famous pocket knife, as well as travel gear, accessories and fragrances, join the event as Sponsoring Partners for 2021. Swiss research agency m1nd-set also joins DFNI again this year as Research Partner. Dr Peter Mohn, Owner and CEO and Anna Marchesini, Head of Business Development, will present exclusive research into the ‘Intentions and expectations of future cruise and ferry travellers’. In Unchartered Waters: Cruise Retail Roundtable key cruise retail heads, including Bauer and MSC Head of Retail Adrian Pittaway, will offer their different perspectives on the route to recovery in the channel. Speakers will discuss how retailers and brands can plan amid changing consumer behaviour and habits, and adapt to be future fit. We are excited to announce new speakers for this year, Nadine Heubel, CEO Heinemann Americas and Jose Cuadra, Commercial Director, Heinemann Americas, who will kick off the second day of the conference to discuss Transforming Retail for the Ships of the Future. This year’s programme will also include a focus on the European ferry sector, an important sector for maritime travel retail. Cruises to nowhere, the reintroduction of UK-EU duty-free sales following Brexit, an increase in ‘local’ tourism and appetite for an expanded product offer suggests a bright outlook for the duty-free sector onboard European ferry routes. Meanwhile, cruise on-trade is one area that has been given little attention in cruise retail discussions in the past. Zachary Sulkes, Beverage Category Manager, Norwegian Cruise Line (TBC) Holdings is currently lined up to discuss the Experiential Opportunities in Retail and On-trade. A session focusing on Sustainability on the Seas will look at how the cruise retail sector onboard is playing its part – from logistics, streamlining and efficiency in the supply chain to sustainable packaging. We will round out discussions with a panel focusing on how brands have adapted their product offer, promotions, merchandising, andengagement strategies to the new normal. The 2021 DFNI Cruise Conference promises an expanded, insightful agenda to educate and assist brands, retailers and indeed, cruise lines on the changing dynamics of onboard retail. This year’s event is not to be missed – but hurry, our early bird rate ends soon! More information can be found: https://conference.dfnievents.com/dfnicruise2021"
Thu Jul 22 06:15:50 2021,6800015150821715968,Master Class for Executive Secretaries and PA’s – 26 & 27 August 2021,2,"Thu, Aug 26 - Fri, Aug 27",https://www.linkedin.com/events/6800015150821715968/,"Knowledge Integration Web is inviting you to attend the Master Class for Executive Secretaries and PA’s – 26 & 27 August 2021, which will be held live and virtual. The role of the Executive Secretary & PA This two-day programme is aimed at providing you with the essential skills, knowledge and techniques to deal with internal and external stakeholders and be an excellent PA in a world that has changed suddenly. Delegates will learn how to cope with situations with a better understanding of their roles and responsibilities in delivering professional service. The programme will be informational, inspirational and practical to ensure that delegates go back to their work highly motivated and skilled to make themselves and the organisation proud to be operating in a New Normal. Why you should attend this workshop? • Extended Networking Opportunities • Get ready to connect with your colleagues the roles of the executive secretary & PAs • Extended breaks for maximum interaction between delegates, facilitator over the two workshop days • Business matchmaking – a quick way to easily connect with others • Opportunity to ask questions to the facilitator via an interactive web platform MODULES TO BE COVERED  Intelligent interpersonal skills for professionals PA’s  The professional Executive assistant and PA  Working in the Executive Office  Workload management, organising and time management  Meetings and minutes made easy  Maintaining Service Excellence  Essential Business Communication Skills  Written correspondence and netiquette ABOUT THE FACILITATOR Marjón Meyer is an Industrial Sociologist and a Human Resource Development Consultant. She is an experienced, energetic and enthusiastic facilitator of various training programmes. Embracing the new world of work, she can now add online facilitation, presenting of webinars and producing pre-recorded training sessions to her portfolio. She is in demand for training, strategic sessions, chairing conferences, consultation and implementation of Management and Leadership training, building strategies, coaching, development work and motivational talks. Marjón has extensive local and internationalin Facilitation, Programme Design, Skills Gap Analyses and Assessments. She facilitates courses such as Management & Leadership, Human Resources Management, Confidence & Assertiveness, Conflict management, Business writing,Service, Time management, Skills for PAs, Emotional Intelligence, Diversity management, Strategic Thinking, Creative Problem Solving etc. Please send an email to info@kiweb.co.za or Call us on +27 11 046 5455 for the agenda."
Thu Jul 22 06:15:50 2021,6754381927924555776,Product Safety & Conformity Representative (PSCR) Training (Online),1,"Mon, Nov 15 - Thu, Nov 18",https://www.linkedin.com/events/6754381927924555776/,"Every organisation within the automotive supply chain is obliged to ensure the safety and conformity of its products. To this end, in the respective countries and regions current legal statutes on product integrity must be observed, also the justifiable safety expectations of the general public must be fulfilled. With products conspicuously “unsafe“ in the market, or whose conformity to legal requirements is questionable, those responsible are obliged to initiate the necessary actions. In order to be aware of and to understand the many demands addressed to a product safety representative, comprehensive information and qualification is necessary. This is the aim of this two-day qualification: it is specifically geared to the requirements in the participants’ daily work practice. The central topics of product integrity are explored, and the competence as product safety representative is developed in the scope of these five modules. TARGET AUDIENCE: Automotive executives and personnel who are to be deployed as product safety representatives or who already hold that position. OBJECTIVES: The focus is on the communication of expert knowledge that enables the participants to handle their everyday work more professionally and in a more targeted fashion as prospective or existing product safety representatives. The responsibilities in the whole supply chain from development through manufacture and use up to the end of intended use are dealt with. After an introduction to the topic the organisation of product integrity, product integrity in the product life cycle, guidance for product nonconformities and examples for tools and methods are discussed. CONCEPT & METHODS: During this training, technical lectures and exercises alternate in order to support the transfer of the topics into the participants‘ own work practice with a particular focus on exchanging experiences between participants and the trainer. PREREQUISITES FOR ATTENDANCE: In order to attend this training, a technical and / or business education is necessary as well asin automotive quality management, especially in complaints and recourse management. Furthermore, the participants should be qualified and experienced in the evaluation of technical product and process risks (e. g., FMEA facilitator, VDA 6.3 process auditor, designer / developer) and be knowledgeable about the use of the organisation’s products, the state of the art as well as the requirements from relevant laws andrequirements. CERTIFICATE OF QUALIFICATION: After passing the test, the participants will receive a certificate of qualification. SUPPLEMENTARY MATERIAL: VDA Volume Product Integrity and Conformity"
Thu Jul 22 06:15:50 2021,6754381507328143361,Product Safety & Conformity Representative (PSCR) Training (Online),1,"Mon, Aug 16 - Thu, Aug 19",https://www.linkedin.com/events/6754381507328143361/,"Every organisation within the automotive supply chain is obliged to ensure the safety and conformity of its products. To this end, in the respective countries and regions current legal statutes on product integrity must be observed, also the justifiable safety expectations of the general public must be fulfilled. With products conspicuously “unsafe“ in the market, or whose conformity to legal requirements is questionable, those responsible are obliged to initiate the necessary actions. In order to be aware of and to understand the many demands addressed to a product safety representative, comprehensive information and qualification is necessary. This is the aim of this two-day qualification: it is specifically geared to the requirements in the participants’ daily work practice. The central topics of product integrity are explored, and the competence as product safety representative is developed in the scope of these five modules. TARGET AUDIENCE: Automotive executives and personnel who are to be deployed as product safety representatives or who already hold that position. OBJECTIVES: The focus is on the communication of expert knowledge that enables the participants to handle their everyday work more professionally and in a more targeted fashion as prospective or existing product safety representatives. The responsibilities in the whole supply chain from development through manufacture and use up to the end of intended use are dealt with. After an introduction to the topic the organisation of product integrity, product integrity in the product life cycle, guidance for product nonconformities and examples for tools and methods are discussed. CONCEPT & METHODS: During this training, technical lectures and exercises alternate in order to support the transfer of the topics into the participants‘ own work practice with a particular focus on exchanging experiences between participants and the trainer. PREREQUISITES FOR ATTENDANCE: In order to attend this training, a technical and / or business education is necessary as well asin automotive quality management, especially in complaints and recourse management. Furthermore, the participants should be qualified and experienced in the evaluation of technical product and process risks (e. g., FMEA facilitator, VDA 6.3 process auditor, designer / developer) and be knowledgeable about the use of the organisation’s products, the state of the art as well as the requirements from relevant laws andrequirements. CERTIFICATE OF QUALIFICATION: After passing the test, the participants will receive a certificate of qualification. SUPPLEMENTARY MATERIAL: VDA Volume Product Integrity and Conformity"
Thu Jul 22 06:15:50 2021,6782666274699923456,Leading SAFe 5.0 Online/Virtual Training,1,"Sat, Sep 11 - Mon, Sep 13",https://www.linkedin.com/events/6782666274699923456/,"About Leading SAFe 5.0 Course Information Leading SAFe training with AgileFever is a two-day program that is clearly structured in the way suitable for project managers, directors, agile leaders and also to organize huge teams in large enterprises. Through this training session, attendees can gain deeper insights on how to lead a Lean-Agile enterprise by implementing Scaled Agile Framework. This agile framework offers enterprise related knowledge by leveraging SAFe fundamental principles, agile progression, and product development procedure, development of agile portfolio, system thinking and DevOps. Attendees can have a clear understanding of how to master Business Agility by organizing or reorganizing around value to attain good results in the competitive market. This leading safe agile training teaches you the concepts of teams structuring, provides the clear ideas of implementing PI planning events and organizing various Agile Release Trains (ARTs). Also, the course involves offering optimized solutions in the alignment and synchronization of huge agile projects, executing Lean Portfolio Management in their organization. Learners will also be taught about the importance of adoptingcentric mindset and design thinking approach along with the agile product delivery. Leading SAFe 5.0 Course Overview Leading SAFe 5.0 with AgileFever allows attendees to have detailed knowledge in the concepts of: Scaled Agile Framework detailed introduction. Lead the transformation to Business Agility with Safe. How to set standards in becoming a Lean-Agile leader . Team development and technical agility. Having clear thoughts on PI(Program Increment) planning. Coordinating of huge solutions with the SAFe5.0. Developing on cadence; Releasing on Demand, Building a Continuous Delivery pipeline with DevOPs Managing the Lean Portfolio. What do the Trainee get at the end of Training. After attaining Leading SAFe with SA certification, a trainee acquires knowledge on-- Improved Lean-agile leadership skills Understand customer requirements through Design Thinking Empower Lean portfolio through SAFe principles Support Program Increment planning Implement lean thinking practices at the Team, Portfolio, and Program levels Creating high-performance Agile teams Authorized Agile product deliveries The trainee will receive the following -- Attendee workbook SAFe 5.0 Agilist exam completion certificate SAFe Agilist digital Badge Access to SAFe Community platform Access to 16 PDUs and 16 SEus. Who can attend ? 1. Project Coordinators 2. Agile Leads 3. Scrum Masters 4. Project, System, and Solution Architects 5. Development and testing teams 6. Portfolio Administrators 7. Business Analysts 8. Delivery Heads Process to Become A Leading SAFe 5.0. • Step 1: Register the Leading SAFe online course with AgileFever. • Step 2: Attend for AgileFever’s 2-day SA training, and complete the training • Step 3: Upon the successful completion of the course, Scaled Agile sends you a link to create your own login credentials for the SAFe platform. • Step 4: Give your first attempt for the SAFe 5 Agilist Exam • Step 5: Get SSM certification by having a qualifying score of 77% • Step 6: Then receive the SSM certification along with the one-year membership access for SAFe Community Platform Exam Details Name of the Exam – Leading SAFe 5.0 Examination Format – Online, Multiple Choice Questions Total No-of Questions – 45 Access to exam- Once you complete the SA course from AgileFever you will be given SAFe Scrum Master access by SAFe community platform. Examination Fee – As a part of registration, a candidate can give their free first attempt of SAFe 5.0 Agility Exam, within a period of 30 days after course completion. Duration – 90 minutes Re-attempt Fee- 50$ Qualifying Score – 77% Language- English Retake Policy- As soon as the first attempt is completed, participants can give their best attempt in the second attempt also. For the third attempt, there is a waiting period of 10 days and the fourth follows up with a 30-day wait period. Prerequisites Individuals who have a keen interest in Agile can join in this course irrespective of their experience. People who desire to take Leading SAFe SA certification are recommended to have prior knowledge of Scrum & Agile. Website: https://www.agilefever.com/ Email: sales@agilefever.com Phone: +1(469) 469-3880 Whatsapp: +1(469) 469-3880"
Thu Jul 22 06:15:50 2021,6782663973809594368,Leading SAFe 5.0 Online/Virtual Training,1,"Sat, Aug 14 - Mon, Aug 16",https://www.linkedin.com/events/6782663973809594368/,"About Leading SAFe 5.0 Course Information Leading SAFe training with AgileFever is a two-day program that is clearly structured in the way suitable for project managers, directors, agile leaders and also to organize huge teams in large enterprises. Through this training session, attendees can gain deeper insights on how to lead a Lean-Agile enterprise by implementing Scaled Agile Framework. This agile framework offers enterprise related knowledge by leveraging SAFe fundamental principles, agile progression, and product development procedure, development of agile portfolio, system thinking and DevOps. Attendees can have a clear understanding of how to master Business Agility by organizing or reorganizing around value to attain good results in the competitive market. This leading safe agile training teaches you the concepts of teams structuring, provides the clear ideas of implementing PI planning events and organizing various Agile Release Trains (ARTs). Also, the course involves offering optimized solutions in the alignment and synchronization of huge agile projects, executing Lean Portfolio Management in their organization. Learners will also be taught about the importance of adoptingcentric mindset and design thinking approach along with the agile product delivery. Leading SAFe 5.0 Course Overview Leading SAFe 5.0 with AgileFever allows attendees to have detailed knowledge in the concepts of: Scaled Agile Framework detailed introduction. Lead the transformation to Business Agility with Safe. How to set standards in becoming a Lean-Agile leader . Team development and technical agility. Having clear thoughts on PI(Program Increment) planning. Coordinating of huge solutions with the SAFe5.0. Developing on cadence; Releasing on Demand, Building a Continuous Delivery pipeline with DevOPs Managing the Lean Portfolio. What do the Trainee get at the end of Training. After attaining Leading SAFe with SA certification, a trainee acquires knowledge on-- Improved Lean-agile leadership skills Understand customer requirements through Design Thinking Empower Lean portfolio through SAFe principles Support Program Increment planning Implement lean thinking practices at the Team, Portfolio, and Program levels Creating high-performance Agile teams Authorized Agile product deliveries The trainee will receive the following -- Attendee workbook SAFe 5.0 Agilist exam completion certificate SAFe Agilist digital Badge Access to SAFe Community platform Access to 16 PDUs and 16 SEus. Who can attend ? 1. Project Coordinators 2. Agile Leads 3. Scrum Masters 4. Project, System, and Solution Architects 5. Development and testing teams 6. Portfolio Administrators 7. Business Analysts 8. Delivery Heads Process to Become A Leading SAFe 5.0. • Step 1: Register the Leading SAFe online course with AgileFever. • Step 2: Attend for AgileFever’s 2-day SA training, and complete the training • Step 3: Upon the successful completion of the course, Scaled Agile sends you a link to create your own login credentials for the SAFe platform. • Step 4: Give your first attempt for the SAFe 5 Agilist Exam • Step 5: Get SSM certification by having a qualifying score of 77% • Step 6: Then receive the SSM certification along with the one-year membership access for SAFe Community Platform Exam Details Name of the Exam – Leading SAFe 5.0 Examination Format – Online, Multiple Choice Questions Total No-of Questions – 45 Access to exam- Once you complete the SA course from AgileFever you will be given SAFe Scrum Master access by SAFe community platform. Examination Fee – As a part of registration, a candidate can give their free first attempt of SAFe 5.0 Agility Exam, within a period of 30 days after course completion. Duration – 90 minutes Re-attempt Fee- 50$ Qualifying Score – 77% Language- English Retake Policy- As soon as the first attempt is completed, participants can give their best attempt in the second attempt also. For the third attempt, there is a waiting period of 10 days and the fourth follows up with a 30-day wait period. Prerequisites Individuals who have a keen interest in Agile can join in this course irrespective of their experience. People who desire to take Leading SAFe SA certification are recommended to have prior knowledge of Scrum & Agile. Website: https://www.agilefever.com/ Email: sales@agilefever.com Phone: +1(469) 469-3880 Whatsapp: +1(469) 469-3880"
Thu Jul 22 06:15:50 2021,6818058796003278849,Implementing SQF Systems Edition 9 | Food Manufacturing,1,"Tue, Sep 7 - Wed, Sep 8",https://www.linkedin.com/events/6818058796003278849/,"Implementing SQF Systems Edition 9 Food Manufacturing Training Workshop – 2 day plus HACCP Refresher Training (Formerly known as SQF Practitioner Training course) This Implementing SQF Systems Training course is approved by SQFI. As a class, we will walk through the SQF Edition 9 Food Manufacturing standard, offering lots of examples on how to cover off and implement the updated SQF standard. There are three main areas we cover: Part A – Basically how SQF Certification works Part B – Module 2 – The System Elements Part B – Module 11 – Good Manufacturing Processes of Food Products. Using the official SQFI training materials, we will go through each of the SQF Edition 9 requirements in a detailed and concise manner. We will give you lots of examples of how to conform to the SQF requirements while keeping your quality management system simple and straight forward. As we work through the SQF Edition 9 requirements, we map it out on a wall and gradually build a summary of the SQF Edition 9 manufacturing standard, outlining a rough ‘To-Do’ List on what needs to be done to achieve high SQF scores. We will cover the following: How does SQF certification operate and what does that mean for my business? Basic overview of the standard – what is it trying to achieve? How to set up a dropbox folder to manage a streamlined and efficient audit. What are the SQF requirements and what do they mean? How do I comply with the SQF requirements? QMS Audits writes up and assists a large number of clients with all of the GFSI standards, including SQF, BRC and FSSC22000. We use this expertise andto explain some non-conformances our clients have incurred and how we have closed them out. We also suggest practical ways to improve your facility as well as documentation including policies, procedures and your SQF quality manual. Our SQF consulting clients have enjoyed very high SQF scores for a long period of time. All of our training is conducted in a lively and informative manner. We thrive on class discussion. We are one of Australia’s largest providers of HACCP and food safety training. We keep it real and we make sure it is fun. We cover off each of the following elements of the following two modules. Module 2 – System Elements includes: 2.1 Management Commitment 2.2 Document Control and Records 2.3 Specifications, Formulations, Realisation, and Supplier Approval 2.4 Food Safety System 2.5 SQF System Verification 2.6 Product Traceability and Crisis Management 2.7 Food Defence and Food Fraud 2.8 Allergen Management 2.9 Training Module 11 includes: 11.1 Site Location and Premises 11.2 Site Operation 11.3 Personnel Hygiene and Welfare 11.4 Personnel Processing Practices 11.5 Water, Ice, and Air Supply 11.6 Receipt, Storage, and Transport 11.7 Separation of Functions 11.8 Waste Disposal How does the complimentary HACCP Refresher Training certificate work? At QMS Audits, we think if you have spent two days discussing and working through the requirements of SQF Edition 9 Food Manufacturing standards, which is a HACCP based system, then you have refreshed your HACCP knowledge and you should be recognised for your efforts with a HACCP Refresher training certificate. To ensure the HACCP Refresher is recognised across a wide range of GFSI andstandards, we have added a short exam. Once this has been completed, we will issue you with a HACCP Refresher certificate, when we send out the Implementing SQF Systems training certificate. If you need any help or advice in booking this Implementing SQF Systems Training, would prefer to pay over the phone or be invoiced and then pay via EFT/cheque, please call us on 1300 404 505 or email us at info@qmsaudits.com.au."
Thu Jul 22 06:15:50 2021,6820478889840664576,Effective Managerial Skills – eLearning (1 Hour),4,"Fri, Aug 20, 5:00 PM BST",https://www.linkedin.com/events/6820478889840664576/,"Effective Managerial Skills – eLearning (1 Hour) We have specially designed this 1-hour effective managerial skills workshop to assist managers who want to operate effectively in dealing with various workplace situations. Managerial effectiveness is not about being in the right place at the right time but rather about ensuring optimum use of all your skills talent and energy to reach a goal or a set of goals at your workplace or in your career. Join us in this hands-on workshop to equip yourself with all the necessary personal effectiveness skills to achieve positive results by maximising your potential and increase your contribution to your workplace. You will leave feeling motivated more confident and with a plan of actions that you can start to work on immediately. Key Learning Features: ▪ How to identify where things are going wrong ▪ Learn tool & techniques to conduct a self SWOT analysis ▪ Identify what is holding you back from what you want to achieve ▪ Assess your working style vis a vis style expected in the management ▪ How to deal with people you find challenging ▪ Learn to build a clear personal development plan set clear goals and objectives ▪ Learn how to be more assertive and draw inspirations from failures ▪ Learn problem-solving tools to make effective decisions ▪ Learn techniques to become more efficient Who Should Attend? Business executives looking for developing their professional skills Programme Instructor Shasat Faculty Member CPD/ CPE 1 hour Certification Each participant will be issued a training certificate which will certify that you have successfully completed the training course and the number of hours you spent to complete this training course. You can share the certificate with your employer and/or showcase via social media. Workshop Delivery The workshop shall be delivered via WebEx. All the registered participants will be sent joining instructions for a live workshop. This will be a fully digital event, including live-streamed presentation, 1:1 networking, interactive Q&As, engaging polls and post-event downloadable resources. In-House Workshop Besides our wide range of public courses, we are proud to offer our In-house training services to our Global clients. This form of training is tailored to meet your business needs and also an effective way of training your teams which saves time and money and will improve the productivity of your employees, making your business more competitive. If you would like to run this course as an In-house programme in your organization with necessary customization to suit your needs then please contact us to discuss this further. About Shasat: Shasat is a UK based global Consulting Valuation and Training organisation. We offer over 300 public and 200 in-house training courses every year in more than 70 Cities in six different languages. We cover topics such as IFRS US GAAP IPSAS Risk Management Internal Control Regulatory update Valuation Anti Money laundering Insurance and a range of Professional Skill Development Courses. Our faculty members share insights gained through hands-on implementation work and communicate the knowledge they have spent a number of years acquiring. We have some of the most experienced and knowledgeable professionals in our faculty with an average industryof over 20 years. Terms & Conditions Registration shall be confirmed upon receipt of payment. Replacement is permissible with a substitute attendee. To read all additional terms and conditions please our website http://www.shasat.co.uk/terms-conditions/. By completing and submitting this registration you confirm that you have read and understood the Shasat (UK) Limited’s Delegate Terms and Conditions and you agree to be bound by them. Data Protection For more information about how Shasat (UK) Limited use the information you provide please see our privacy policy at: https://shasat.co.uk/legal/privacy-policy/. in the Shasat Group or selected third parties please contact theservice at info@shasat.com. Stay Connected Follow us via social media"
Thu Jul 22 06:16:05 2021,6798958072803983362,"CERTIFIED AGILE COACHING FUNDAMENTALS, ENGLISH",1,"Mon, Feb 7 - Thu, Feb 10",https://www.linkedin.com/events/6798958072803983362/,"To sustain the purpose and find the true benefit that Agility proposes, it is essential to activate in the Scrum Master, Product Owner and members of the agile team, the mental models, the connection with meaning and values, which together with the relational dynamics and conversations, will generate the long-awaited capacity for continuous adaptation to the needs of customers. As a learning facilitator at the level of mental models and relationships, the discipline of professional coaching is revealed as a tool and a fundamental mental model to guarantee the success of the Agile implementation and its sustained development over time. THE PROGRAM PROPOSAL What is coaching and how can it generate value in the context of agility? What are the skills, mental model and values that underpin the practice of coaching? What is a coaching conversation like? What are the learnings acan expect? Certified Agile Coaching Fundamentals is a 15-hour training that brings agility professionals closer to the acquisition of the fundamental skills of the coach in order to generate meaningful learning in people who perform roles in the territory of agility. In this training you will learn the difference between professional coaching and consulting, you will understand what a coaching conversation is like and the skills to make it effective, you will learn about the design of fundamental conversations for the development of the Scrum Master, Product Owner, development team, leaders of the organization and managers of the organization where you work. This training is eminently practical, integrating various facilitation methodologies. You will experiment, analyze and practice individually, in pairs and in groups models and skills for coaching conversation. During the two days of the program you will exercise step by step the moments of a coaching conversation based on the Dancefloor, a framework that condenses 8 perspectives necessary for the development of people, leaders and organizations. IN THIS CERTIFICATION WE WILL SHOW YOU Purpose and the mental model of coaching that distinguishes it from other disciplines such as consulting and psychotherapy. · Dancefloor as a framework to structure the coaching conversation and its use to facilitate learning in the territory of agility. · The relevance of and how to inquire to clarify the client’s development purpose, establishing the necessary learning to face and manage its current context. · How to explore the context in which the client operates to understand the challenge presented and clearly establish the learning gap. · Establish coaching agreements that take care of the relationship with the client and the purpose of the coaching. · Effective listening, inquiry and expression skills as fundamental skills in coaching conversation and as skills to offer clients as the basis of their effective communication and conversational competence. · Facilitate the exploration and generation of possibilities and action commitments to achieve the purpose. · Understand the relevance of conversations such as: establishing personal and shared purpose, conversation to explore and generate context and agreements, feedback conversation, negotiation and coordination, for the achievement of the client’s purpose. · Use the Dancefloor as a framework for designing and practicing relevant conversations for your clients and their teams. · How to increase self-awareness about the client’s identity, values and beliefs and how they support or hinder actions that would bring them closer to the purpose. · How to generate practice and application commitments by the client, also extending the learning to other domains and challenges. Audience This course is recommended for: · Scrum Masters and Product Owners who want to deepen the skills necessary to exercise their role and improve interaction with other team members. · Consultants who want to add a coaching approach to their professional practice. · Agile Coaches who want to explore alternatives and strengthen their skills for a better practice of their profession. Requirements To carry out the training it is necessary to possess the credential as Certified Scrum Master and at least one year ofafter it. Certification Complete the training and two Coaching Dojo sessions http://dmagilecoaching.learnworlds.com/subscriptions?id=coaching-dojo-english Initial training will allow you to access the CoachingDancefloor Agile Coaching Certification Program, where you will access extended and personalized accompaniment of mentoring and supervision of coaching practices to strengthen your skills and initial training models. You will earn 15 hours of Continuing Coaching Education accredited by the International Coach Federation (ICF). This course is a part of our ACSTH “Certified Enterprise Agile Coaching Program”."
